"cover","cut","leg","pull","scoop","straight"
0.880317687988281,0.0735567882657051,0.000474350556032732,0.045428603887558,2.96830348816002e-05,0.000192835999769159
0.853918433189392,0.0727980509400368,0.000518118380568922,0.0725094527006149,4.98399749631062e-05,0.000205997843295336
0.83472090959549,0.0808855667710304,0.000630847236607224,0.0834947153925896,5.0822021876229e-05,0.000217097724089399
0.824901163578033,0.087671160697937,0.000771918974351138,0.0863590016961098,5.34967839485034e-05,0.000243263915763237
0.745173156261444,0.141392022371292,0.000891946023330092,0.112177282571793,7.34800778445788e-05,0.000292048527626321
0.71890515089035,0.191196888685226,0.000864389992784709,0.0886850580573082,5.88055081607308e-05,0.000289734074613079
0.675967037677765,0.207984164357185,0.00130384112708271,0.114273510873318,6.36643890175037e-05,0.000407833693316206
0.60585629940033,0.287319630384445,0.00230848975479603,0.103978037834167,0.00012782918929588,0.000409721804317087
0.67801570892334,0.226081609725952,0.00250313524156809,0.0928463712334633,0.000209286532481201,0.000343878142302856
0.74347847700119,0.15366730093956,0.00227510230615735,0.10001303255558,0.000144064921187237,0.000422043929575011
0.833859384059906,0.11860103905201,0.00276414514519274,0.0442817956209183,8.97572608664632e-05,0.000403911166358739
0.87646758556366,0.0910460576415062,0.00254036323167384,0.029447827488184,9.02483734535053e-05,0.000407893705414608
0.895050823688507,0.070989266037941,0.00202384800650179,0.0314836539328098,5.46240953553934e-05,0.000397648778744042
0.934595823287964,0.0286053195595741,0.0017366079846397,0.0346212945878506,3.90272762160748e-05,0.000401998549932614
0.955268502235413,0.0182698387652636,0.00206137052737176,0.0240795686841011,2.74360318144318e-05,0.000293229561066255
0.954962909221649,0.0230385307222605,0.00280161178670824,0.0188320353627205,2.50651391979773e-05,0.000339854421326891
0.962085723876953,0.0189813114702702,0.00343885319307446,0.015072101727128,9.05315300769871e-06,0.000412914523622021
0.965615510940552,0.0126428687945008,0.00375289702787995,0.0177428983151913,7.2783550422173e-06,0.00023852486629039
0.951036274433136,0.0144775751978159,0.00406789593398571,0.0301832966506481,7.16086560714757e-06,0.00022779472055845
0.953773200511932,0.0163172036409378,0.00200215354561806,0.0276799723505974,5.736894763686e-06,0.000221795475226827
0.966872274875641,0.0237843412905931,0.0013062481302768,0.00791301298886538,5.14891371494741e-06,0.000118930940516293
0.976567804813385,0.0172180254012346,0.000716245966032147,0.00541215715929866,3.27017937706842e-06,8.2547492638696e-05
0.985553324222565,0.0112511804327369,0.000525119074154645,0.00260397675447166,2.45063915826904e-06,6.39236241113394e-05
0.985818445682526,0.0105671677738428,0.000835494254715741,0.00266769039444625,4.18959371017991e-06,0.000107033854874317
0.986170947551727,0.00890785455703735,0.000736873247660697,0.00404855143278837,6.49885942038964e-06,0.000129352338262834
0.982438921928406,0.0117908408865333,0.00127710297238082,0.00426705367863178,1.21601497085067e-05,0.00021384320280049
0.968274116516113,0.0207454897463322,0.00179861823562533,0.00877338834106922,2.03694999072468e-05,0.000388081040000543
0.961396217346191,0.0246879179030657,0.00228904420509934,0.0110988933593035,2.74797312158626e-05,0.000500348629429936
0.948821008205414,0.0320603847503662,0.00282010319642723,0.0155424047261477,5.03691553603858e-05,0.000705725746229291
0.932583272457123,0.032800305634737,0.00226528709754348,0.0313842780888081,5.33700949745253e-05,0.000913543393835425
0.930839598178864,0.0337588377296925,0.00227423245087266,0.0321091562509537,5.69435833313037e-05,0.000961274548899382
0.884382903575897,0.0391563028097153,0.00158959766849875,0.0731842443346977,7.19324598321691e-05,0.00161498901434243
0.875726878643036,0.040359016507864,0.00148226763121784,0.0810713246464729,9.82587444013916e-05,0.00126225035637617
0.851880013942719,0.0532734282314777,0.00147968833334744,0.0915840938687325,0.000194485037354752,0.00158830138389021
0.89101105928421,0.0488523244857788,0.00142125936690718,0.057128369808197,0.000187893427209929,0.00139908120036125
0.922259211540222,0.0402886457741261,0.00213809055276215,0.0341805703938007,0.000174308763234876,0.000959266209974885
0.931832194328308,0.0352023169398308,0.00218390766531229,0.0296866577118635,0.000218177068745717,0.000876797712408006
0.954995274543762,0.0280786752700806,0.00199526431970298,0.0140153281390667,0.000228436503675766,0.000686916231643409
0.921079158782959,0.0464919917285442,0.00155521812848747,0.0280812829732895,0.00205783336423337,0.000734405301045626
0.908372163772583,0.054359395056963,0.00159990473184735,0.0318255387246609,0.00314513244666159,0.000697841984219849
0.879444003105164,0.0687070190906525,0.00139626255258918,0.0422488935291767,0.00726014375686646,0.000943783670663834
0.866905927658081,0.0645311325788498,0.0014993209624663,0.0565408058464527,0.00970209576189518,0.000820764456875622
0.871263444423676,0.064557820558548,0.00156732392497361,0.0526405200362206,0.00931338593363762,0.000657539290841669
0.888997137546539,0.059404943138361,0.00161691638641059,0.0408347845077515,0.00854578614234924,0.000600555387791246
0.0053781527094543,0.961496710777283,0.000742209784220904,0.0281003098934889,6.38141045783414e-06,0.00427623512223363
