"cover","cut","leg","pull","scoop","straight"
6.6160873757326e-07,0.932032644748688,2.01551908496356e-09,0.00122097658459097,0.0667456984519958,2.41089437302833e-09
8.83015118802177e-08,0.22211030125618,5.48533574118437e-09,0.000620784878265113,0.777268767356873,1.64971913907408e-09
1.36034344677682e-07,0.76605236530304,4.64829582824677e-07,0.000383225822588429,0.233553782105446,1.01453451861744e-05
4.58891281596152e-06,0.781172037124634,1.61272896548326e-06,0.000952466216403991,0.217525139451027,0.000344198837410659
1.94655312952818e-05,0.380990743637085,8.22907713882159e-06,0.000168786355061457,0.615674197673798,0.00313861761242151
9.61195401032455e-05,0.0539098344743252,8.2054302765755e-06,0.00010238635877613,0.945184171199799,0.000699247175361961
9.84416146820877e-06,0.34000489115715,5.20684852745035e-06,0.0278900098055601,0.00855360087007284,0.623536467552185
0.000414083799114451,0.000106241095636506,0.00872436538338661,7.20838625056786e-06,0.990610420703888,0.000137642578920349
0.395743519067764,0.419181227684021,0.174986302852631,0.000245500297751278,9.80507593340008e-06,0.00983367767184973
0.0732730850577354,0.159427553415298,0.0567773208022118,0.696082353591919,0.00287889083847404,0.0115608274936676
0.0813694670796394,0.249638959765434,0.0816619992256165,0.551252543926239,0.0029430331196636,0.0331340879201889
0.00363491894677281,0.979737877845764,0.000341579754604027,0.00719993701204658,5.84884764975868e-05,0.00902704149484634
0.348238557577133,0.578629493713379,0.0682492479681969,0.000151845379150473,0.00434459280222654,0.000386295054340735
0.000694712100084871,0.000604346976615489,0.000303337525110692,8.22793299448676e-06,0.99838924407959,1.59419144551975e-07
0.0187033861875534,0.00613540923222899,0.00278395530767739,0.000147533530252986,0.972228050231934,1.71991075603728e-06
0.0242999661713839,0.00474256975576282,0.00534235406666994,6.64544641040266e-05,0.965547621250153,1.03016532193578e-06
0.0187650192528963,0.000868919072672725,0.00952664669603109,7.30109741198248e-06,0.97083193063736,2.82480186797329e-07
0.00265721301548183,0.000363858736818656,0.000806666386779398,4.21445975007373e-06,0.996168076992035,3.3305017410612e-08
0.000730429193936288,0.000328678695950657,3.30362308886833e-05,1.28247747852583e-05,0.998895108699799,7.74899877598045e-09
0.0518329478800297,0.0061489692889154,0.0216938238590956,6.77645657560788e-05,0.920255243778229,1.25236829262576e-06
0.502318441867828,0.0179479997605085,0.201658681035042,6.11821524216793e-05,0.278010427951813,3.21953029924771e-06
0.0867747887969017,0.015115775167942,0.0618778802454472,5.24165770912077e-05,0.836177945137024,1.16421188067761e-06
0.0286204442381859,0.00662173936143517,0.0345247723162174,7.60086913942359e-05,0.93015444278717,2.50375205723685e-06
0.358408957719803,0.0443723239004612,0.0564691014587879,0.000137679351610132,0.540583252906799,2.85809946944937e-05
0.29843482375145,0.0959609597921371,0.0214517824351788,0.000494315521791577,0.583602845668793,5.52063102077227e-05
0.123782053589821,0.0832744240760803,0.00257629761472344,0.000497520144563168,0.78978818655014,8.15045204944909e-05
0.068083368241787,0.0645358189940453,0.00050187116721645,0.00101522414479405,0.865817427635193,4.62999050796498e-05
0.107786014676094,0.142097726464272,0.000266758026555181,0.00121780415065587,0.748609304428101,2.24039831664413e-05
0.0248636994510889,0.0254596676677465,5.5851702200016e-05,0.00042317301267758,0.949189245700836,8.32040677778423e-06
0.223514661192894,0.0181778259575367,0.529825389385223,0.00162284332327545,0.226833879947662,2.53867729043122e-05
0.053269736468792,0.0349730812013149,0.855718553066254,0.000539918022695929,0.055478896945715,1.98369853023905e-05
0.0152489384636283,0.0194116458296776,0.945044696331024,0.000514630344696343,0.0197096969932318,7.0379268436227e-05
0.00735337380319834,0.00412591546773911,0.987167179584503,4.85067466797773e-05,0.00128991436213255,1.51319864016841e-05
0.0887818709015846,0.0320382826030254,0.874892711639404,0.00122638465836644,0.00302689918316901,3.38822865160182e-05
0.138535588979721,0.0363447368144989,0.817128121852875,0.00211830483749509,0.00585790118202567,1.5343530321843e-05
0.195244148373604,0.00654950877651572,0.795646250247955,0.00197977875359356,0.000536765728611499,4.36201044067275e-05
0.00670050317421556,0.00350734894163907,0.989199876785278,0.000217377441003919,0.000166861005709507,0.000208030571229756
0.00537814991548657,0.961496710777283,0.000742209784220904,0.0281003098934889,6.38141045783414e-06,0.00427623325958848
