"cover","cut","leg","pull","scoop","straight"
0.0877321884036064,0.0212888885289431,0.0643347129225731,0.000674631563015282,0.825927019119263,4.25617654400412e-05
0.0457123108208179,0.01383669488132,0.0402675680816174,0.000532089383341372,0.899625957012177,2.53684102062834e-05
0.0400147400796413,0.00942777656018734,0.0795679241418839,0.000430775980930775,0.870533049106598,2.57066094491165e-05
0.0216936189681292,0.00839351490139961,0.0110352346673608,0.000357704964699224,0.958509206771851,1.07645573734771e-05
0.0269131436944008,0.00822761096060276,0.0216663256287575,0.000175705892615952,0.943007051944733,1.01415671451832e-05
0.0140187703073025,0.00417951587587595,0.00316278706304729,0.000155710935359821,0.978478968143463,4.19519574279548e-06
0.0083402581512928,0.00338748726062477,0.00713124312460423,6.72086316626519e-05,0.981070816516876,2.88009982796211e-06
0.0144767379388213,0.00484308693557978,0.0087599428370595,8.70050498633645e-05,0.971828639507294,4.6218365241657e-06
0.0279927980154753,0.00872189272195101,0.010627381503582,5.41128174518235e-05,0.952600538730621,3.3299729693681e-06
0.11960081756115,0.0248814914375544,0.0210797470062971,1.30391308630351e-05,0.834422945976257,1.99040505322046e-06
0.505902409553528,0.0511724017560482,0.114923492074013,4.46562007709872e-05,0.327935129404068,2.19599241972901e-05
0.339023351669312,0.0299602784216404,0.140617862343788,4.81334209325723e-05,0.4903364777565,1.39526673592627e-05
0.159217745065689,0.0113775068894029,0.470019280910492,3.84659460905823e-06,0.359377026557922,4.58755448562442e-06
0.0200631525367498,0.00054044189164415,0.973269283771515,1.49258212900349e-07,0.00612609181553125,9.64185005614127e-07
0.00443089846521616,8.45649701659568e-05,0.994955718517303,1.99837852932205e-08,0.000528525793924928,3.87433317428076e-07
0.00300793536007404,0.000187075507710688,0.995458960533142,6.04689276428871e-08,0.00134485797025263,1.05806782357831e-06
0.00080727250315249,0.000128070576465689,0.99873024225235,3.49385800291202e-08,0.000333196861902252,1.14336160095263e-06
0.00160725309979171,0.000577762490138412,0.996164798736572,2.11069234978822e-07,0.00164624222088605,3.67555799130059e-06
0.00068338995333761,0.000223059963900596,0.998920679092407,2.99511988544054e-08,0.000171742547536269,1.22953952086391e-06
0.00254378048703074,0.000403092795750126,0.996364057064056,5.92942051014234e-08,0.000685356382746249,3.78697677660966e-06
0.0956736505031586,0.00939146615564823,0.511069595813751,0.00813446193933487,0.375715553760529,1.52465245264466e-05
0.0055611077696085,0.00711767096072435,0.966246247291565,4.92573126393836e-05,0.0210095904767513,1.59817354870029e-05
0.000685432518366724,0.0183242168277502,0.979270458221436,3.42777207151812e-06,0.00168792810291052,2.85834503301885e-05
0.0635351613163948,0.048310924321413,0.29859584569931,0.000123619785881601,0.589427292346954,7.18454930392909e-06
0.109545782208443,0.0212402064353228,0.124744288623333,1.03579832284595e-05,0.744457483291626,1.89590195986966e-06
0.0396126694977283,0.00121522473637015,0.862581431865692,8.34408751870797e-07,0.096589520573616,3.77105635607222e-07
0.0153282983228564,0.000573458208236843,0.967966556549072,1.5147311387409e-06,0.0161299128085375,3.17881500677686e-07
0.0456206761300564,0.00686740875244141,0.37003356218338,2.06660297408234e-06,0.577475965023041,3.32873440811454e-07
0.229572996497154,0.026684345677495,0.241277098655701,6.31775310466764e-06,0.502455770969391,3.46309116139309e-06
0.422409951686859,0.0104027232155204,0.0668200477957726,8.58512612467166e-06,0.500358104705811,5.43044393452874e-07
0.798584759235382,0.0109551651403308,0.00583480857312679,1.36018047669495e-06,0.184623956680298,1.40463178865957e-08
0.88658207654953,0.0263368990272284,0.00061532185645774,1.7083723378164e-06,0.086464062333107,1.34962920839143e-08
0.711522996425629,0.233248561620712,0.000146351609146222,8.49851176099037e-08,0.0550820045173168,8.0519129141976e-09
0.244969129562378,0.729678392410278,2.29918550758157e-05,1.19321341696121e-09,0.0253295078873634,9.02593208507163e-11
0.18622225522995,0.813680231571198,2.47234802372986e-05,1.98104076545857e-12,7.2739836468827e-05,1.0453623210116e-11
0.346024006605148,0.653962790966034,6.54682435197174e-06,9.50375845729101e-14,6.59016041026916e-06,6.90072890323357e-13
0.910311996936798,0.0894987359642982,0.00018834687944036,2.41678313646354e-13,8.99484177807608e-07,6.04224613051652e-12
0.88122695684433,0.0898879691958427,0.0288680680096149,1.08114350805266e-09,1.70602252183016e-05,1.16690312967904e-09
0.977845370769501,0.00619624555110931,0.0159561801701784,6.97157942486371e-10,2.09975200959889e-06,3.52499446298893e-10
0.107084676623344,0.891700685024261,4.77759276691359e-05,8.40335090401823e-08,0.00116680283099413,1.44419726177958e-10
0.0204650666564703,0.979295969009399,8.16968281469599e-07,9.56710710653397e-09,0.000238175169215538,1.29910223203855e-11
0.0994891077280045,0.900374472141266,9.55169525695965e-07,2.37613331788289e-11,0.000135403199237771,7.8185434472175e-13
0.279940664768219,0.720030903816223,2.24606674237293e-06,6.46238444701464e-12,2.61468194366898e-05,2.19306972755462e-12
0.0474034920334816,0.952027440071106,0.000117840754683129,1.14397304129543e-10,0.000451195024652407,1.19660725772519e-10
0.0266976431012154,0.972810029983521,0.000372900307411328,3.84935389119434e-10,0.000119311938760802,6.90820456394903e-10
0.240126416087151,0.755934715270996,0.00359047530218959,1.91591613685205e-08,0.000348349596606568,2.29579111277189e-08
0.972879409790039,0.0169709492474794,0.0101043982431293,1.18825496997488e-07,4.50635670858901e-05,3.80247549003343e-08
0.00537814991548657,0.961496710777283,0.000742209784220904,0.0281003098934889,6.38141045783414e-06,0.00427623325958848
