"cover","cut","leg","pull","scoop","straight"
0.989427149295807,0.00324718561023474,0.00071230559842661,0.00385094294324517,1.82876851795299e-06,0.00276056048460305
0.982604682445526,0.00454989820718765,0.0013725304743275,0.00221999734640121,6.52244523280388e-07,0.0092523405328393
0.961611926555634,0.00735006481409073,0.00340704200789332,0.0071236384101212,8.05058903097233e-07,0.020506639033556
0.51313191652298,0.0541528277099133,0.0537609681487083,0.00934725068509579,2.50447692451417e-06,0.369604498147964
0.316144555807114,0.0616469606757164,0.00931226182729006,0.0140059096738696,9.29919679037994e-08,0.598890244960785
0.421517997980118,0.0680774673819542,0.011428564786911,0.0137596875429153,1.92516409924792e-07,0.485216081142426
0.553958415985107,0.250948905944824,0.0179028697311878,0.00327128567732871,7.75416879150725e-07,0.173917785286903
0.240503937005997,0.0078668687492609,0.000777136534452438,0.733649134635925,0.000269089709036052,0.0169338285923004
0.138408631086349,0.0155538078397512,0.0022889357060194,0.822901785373688,0.000417531467974186,0.0204294100403786
0.0568977370858192,0.0462822765111923,0.0102748554199934,0.871082663536072,0.00178132916335016,0.0136812264099717
0.0962593778967857,0.124626867473125,0.0196210145950317,0.718332052230835,0.00701423222199082,0.0341464765369892
0.0831998959183693,0.177734896540642,0.0475922487676144,0.606135487556458,0.00331305828876793,0.0820243656635284
0.0209643840789795,0.282140225172043,0.0703018680214882,0.543600022792816,0.00208049477078021,0.0809130147099495
0.0110994670540094,0.370881408452988,0.172930583357811,0.362707257270813,0.00448043365031481,0.0779008790850639
0.00872888695448637,0.373186618089676,0.254853814840317,0.292139649391174,0.00612214766442776,0.0649689137935638
0.0112631423398852,0.193990856409073,0.201570600271225,0.545457780361176,0.00412540603429079,0.0435922183096409
0.0147697562351823,0.0782763585448265,0.488630205392838,0.375860750675201,0.00136660248972476,0.0410964041948318
0.00573005015030503,0.0606159493327141,0.791712820529938,0.112720139324665,0.00134252395946532,0.0278785638511181
0.00293849059380591,0.022182846441865,0.954633057117462,0.00984873343259096,0.000464475771877915,0.00993242207914591
0.00219115591607988,0.00879613310098648,0.986599206924438,0.000710595981217921,0.000133987574372441,0.00156890449579805
0.00194210582412779,0.00831813924014568,0.987101972103119,0.000328615627950057,0.000235587227507494,0.00207345630042255
0.000956578704062849,0.00501035014167428,0.992939233779907,2.34170438488945e-05,7.63984280638397e-05,0.000994067173451185
0.00887791253626347,0.0164780933409929,0.971412897109985,7.49555110814981e-05,4.98977206007112e-05,0.00310626137070358
0.028644448146224,0.0907178595662117,0.873313367366791,0.000260546221397817,0.000103391124866903,0.00696034729480743
0.0469912178814411,0.243659272789955,0.694809794425964,0.000920552818570286,0.000256523548159748,0.013362692669034
0.0193531531840563,0.141322106122971,0.832024574279785,0.000105735714896582,0.000141961063491181,0.00705258548259735
0.0232848450541496,0.20078219473362,0.766654372215271,0.000433737382991239,0.000281939952401444,0.00856289360672235
0.0546606667339802,0.54137510061264,0.380463749170303,0.00174549559596926,0.00092897709691897,0.0208259876817465
0.00537814991548657,0.961496710777283,0.000742209784220904,0.0281003098934889,6.38141045783414e-06,0.00427623325958848
