,cover,cut,leg,pull,scoop,straight
max_in_row_count,14,46,0,0,0,0
max_value,0.4504273310303688,0.996344015002251,0.0006234825414139777,0.00044442807848099646,4.919901712696625e-07,0.00126677606021985
std,0.25583217500807776,0.7410481608042082,0.0004117015990500891,0.0006883145034711064,2.7580669738940086e-07,0.002019378276386442
frames_with_max_value,"[6, 0, 3, 9, 60, 63, 12, 57, 51, 48, 54, 15, 45, 42, 18, 21]","[62, 56, 59, 53, 2, 5, 50, 8, 14, 1, 11, 44, 41, 35, 47, 32]","[42, 20, 39, 45, 65, 17, 38, 47, 44, 41, 36, 29, 23, 26, 32, 16]","[65, 17, 29, 20, 23, 26, 38, 32, 39, 44, 35, 14, 47, 41, 11, 16]","[65, 31, 19, 16, 25, 13, 28, 64, 37, 40, 34, 61, 22, 43, 49, 52]","[54, 45, 42, 39, 48, 57, 51, 36, 65, 30, 21, 24, 27, 18, 33, 60]"
