,cover,cut,leg,pull,scoop,straight
max_in_row_count,0,3,12,0,0,0
max_value,0.24331055581569697,0.400132566690445,0.931268393993378,0.0061425641179084795,0.000559477135539055,0.00201987754553556
std,0.12412996169260969,0.26149325922797917,0.5880064372643667,0.02126478956233766,0.00042894215425019825,0.004676603512491745
frames_with_max_value,"[7, 8, 3, 2, 9, 0, 6]","[28, 25, 26, 24, 27, 23, 22]","[15, 16, 14, 13, 17, 12, 18]","[5, 6, 4, 28, 3, 2, 1]","[10, 9, 11, 7, 8, 1, 0]","[5, 6, 4, 3, 28, 2, 24]"
