,cover,cut,leg,pull,scoop,straight
max_in_row_count,6,8,11,0,10,0
max_value,0.25371201336383825,0.12572811730206004,0.48028185963630676,5.0471188842493575e-05,0.5804637968540193,5.262514719106547e-06
std,0.21279338487390007,0.21158451515429988,0.2792146944323524,0.0008143609888665656,0.29549857734650803,9.447008916753342e-05
frames_with_max_value,"[38, 46, 36, 31, 37, 30, 32, 10, 29, 35, 11, 42]","[40, 44, 47, 43, 41, 39, 34, 45, 33, 42, 35, 32]","[18, 16, 19, 17, 15, 14, 22, 13, 26, 21, 25, 20]","[47, 20, 0, 1, 2, 3, 4, 5, 23, 7, 6, 8]","[6, 5, 7, 3, 8, 4, 1, 2, 9, 0, 24, 23]","[47, 0, 22, 2, 1, 10, 21, 20, 11, 3, 4, 23]"
