,cover,cut,leg,pull,scoop,straight
max_in_row_count,5,21,1,0,2,6
max_value,0.36652562022209206,0.8082178831100459,0.0479676201939583,0.0498515591025352,0.000330317998304963,0.146624684333801
std,0.23283131401673757,0.4420192914515518,0.0508789816219402,0.07687851718749834,0.033954049617789174,0.16343784744991066
frames_with_max_value,"[24, 60, 63, 20, 64, 28, 21, 11, 2, 18, 5, 57, 61, 8, 67, 36, 19]","[3, 6, 0, 65, 68, 49, 48, 27, 23, 9, 51, 25, 44, 29, 32, 47, 45]","[46, 36, 21, 18, 42, 15, 12, 52, 45, 55, 51, 61, 9, 54, 60, 49, 40]","[31, 37, 40, 53, 43, 54, 56, 34, 50, 61, 58, 57, 55, 38, 14, 41, 35]","[30, 33, 36, 39, 42, 34, 40, 43, 37, 45, 58, 46, 66, 31, 61, 54, 27]","[10, 13, 7, 16, 4, 1, 59, 42, 19, 39, 50, 58, 57, 53, 56, 66, 61]"
