,cover,cut,leg,pull,scoop,straight
max_in_row_count,0,1,0,24,0,0
max_value,0.022328945342451376,0.14323330298066173,0.008392353076487778,0.9172424674034118,0.000656627889839001,2.0240907815605176e-05
std,0.015927330326611325,0.14219352573407107,0.0054410641616693955,0.8357823352830914,0.00048241918821426757,0.00017331490305432927
frames_with_max_value,"[0, 6, 7, 8, 5, 16]","[25, 16, 17, 20, 22, 23]","[2, 1, 22, 3, 4, 6]","[9, 10, 11, 13, 12, 18]","[17, 16, 8, 5, 6, 7]","[25, 2, 4, 5, 7, 3]"
