,cover,cut,leg,pull,scoop,straight
max_in_row_count,0,2,10,3,0,0
max_value,0.10384221002459532,0.06327234208583835,0.9209546446800235,0.2894655391573907,9.037990457727577e-05,0.02341148955747485
std,0.08234404220890544,0.12438390156827298,0.5596992116031918,0.2144589190496705,0.0009219250099881464,0.01819198005698406
frames_with_max_value,"[0, 16, 15, 1, 23, 5]","[25, 24, 23, 4, 5, 20]","[11, 9, 12, 10, 21, 13]","[17, 14, 18, 15, 16, 19]","[23, 24, 22, 21, 20, 19]","[7, 5, 6, 0, 4, 24]"
