,cover,cut,leg,pull,scoop,straight
max_in_row_count,0,11,8,0,0,0
max_value,0.16969513893127453,0.8960839211940765,0.7874545156955721,0.0267769452184439,0.107733104377985,0.02543662209063768
std,0.09043725981533618,0.3966112294339485,0.3927835109042785,0.030990089180789947,0.06053677421683432,0.02864113530138698
frames_with_max_value,"[15, 3, 4, 5, 6, 0, 2]","[29, 28, 30, 12, 9, 8, 10]","[21, 23, 22, 19, 20, 17, 18]","[2, 3, 6, 4, 5, 0, 1]","[25, 27, 6, 2, 5, 4, 3]","[1, 4, 5, 0, 3, 6, 2]"
