,cover,cut,leg,pull,scoop,straight
max_in_row_count,0,7,1,1,10,0
max_value,0.08242574147880077,0.42880093306303046,0.2907579243183138,0.02419376419857145,0.7387786805629732,0.0014961874112486802
std,0.09905933762600302,0.24332986434762321,0.19323970059710854,0.08418278836782785,0.3752659698024708,0.004922319483843709
frames_with_max_value,"[20, 18, 21, 19, 9, 7, 17, 22, 29]","[12, 6, 3, 37, 28, 5, 2, 4, 11]","[8, 27, 26, 30, 25, 31, 29, 24, 21]","[0, 10, 1, 7, 11, 2, 9, 4, 37]","[14, 16, 15, 13, 35, 33, 36, 34, 23]","[11, 9, 10, 4, 0, 37, 5, 7, 2]"
