,cover,cut,leg,pull,scoop,straight
max_in_row_count,0,1,29,0,0,0
max_value,1.245276251893305e-06,8.335673129522549e-07,0.9999478459358214,3.1308439929489425e-06,0.00024042039876803772,3.328380626044235e-05
std,0.00017997940779774038,0.03205035901344657,0.9665115162012322,0.0009385492703152926,0.00015842833724188192,0.0001611434418691715
frames_with_max_value,"[29, 17, 22, 23, 18, 20, 19]","[29, 17, 7, 18, 20, 22, 19]","[10, 11, 5, 15, 14, 9, 1]","[29, 17, 22, 7, 18, 20, 21]","[17, 18, 28, 20, 2, 19, 21]","[29, 26, 17, 18, 24, 23, 22]"
